comment_no,nicname,date,comment
79753,만두,2023-07-02T23:05:00,제가 원작 잘 기억이 안나서 그러는데 원작에서는 서하아빠 재혼 안 하지 않았나용?
79752,나냐냐료뇨노뉴누랴냐,2023-07-02T23:05:00,떴어요 어서어서
79751,나냐냐료뇨노뉴누랴냐,2023-07-02T23:04:00,대따
79750,Letitrain,2023-07-02T23:04:00,재접해보세요 나왔을듯
79749,아다르고후다르다,2023-07-02T23:04:00,난 넷플 11시3분부터 나오는데 6화..
79748,용ㅇ가리,2023-07-02T23:04:00,티비넷플릭스 6회 언제나오나요...??
79747,양덕선,2023-07-02T23:04:00,나가기해서 들어왓는데 안바껴요ㅠ
79746,Letitrain,2023-07-02T23:03:00,무당역할이 도깨비에 나오는 신선역할 비슷한 건가요? 아니면 그냥 반지음처럼 보통 사람?
79745,sjs,2023-07-02T23:03:00,12부작 너무 아쉽네요
79744,뭘봐,2023-07-02T23:03:00,넷플 나갔다가 들어가보세요
79743,아다르고후다르다,2023-07-02T23:03:00,넷플 떳읍니다!
79742,하나둘셋123000,2023-07-02T23:03:00,금방올라오던대 저번쥬는ㅠ
79741,하나둘셋123000,2023-07-02T23:03:00,저도 궁금해요ㅠㅠ
79740,rean,2023-07-02T23:02:00,넷플 언제 올라오징
79739,양덕선,2023-07-02T23:02:00,6회 넷플 언제 올라와오???
79738,고양이냥,2023-07-02T23:02:00,월요병 예방을 위해 모두 굿나잇
79737,용ㅇ가리,2023-07-02T23:02:00,6회 넷플언제올라오나여..??
79736,고양이냥,2023-07-02T23:01:00,넷플 올라왔어요
79735,고양이냥,2023-07-02T23:01:00,16부는 지루해요 요즘 작가들 필력 딸려서
79734,jmj,2023-07-02T23:01:00,넷플 11시 업뎃아닌거같은대ㅠ
79733,실버스타2,2023-07-02T23:01:00,감사합니다~
79732,실버스타2,2023-07-02T23:01:00,아~위에 그리 써진 톡이 있었던거 같아서 물어본거에요!
79731,DaDa,2023-07-02T23:00:00,저도 이제 갈게요! 다들 안녕히주무세요
79730,고양이냥,2023-07-02T23:00:00,아뇨
79729,Nnn877,2023-07-02T23:00:00,나왔네요 홓ㅎㅎㅎ
79728,실버스타2,2023-07-02T23:00:00,하비서님도 전생 기억 가진 사람인가요?
79727,고양이냥,2023-07-02T23:00:00,요즘 12부작이 대세
79726,rla,2023-07-02T23:00:00,감사합니당 !!!
79725,jmj,2023-07-02T23:00:00,흠. 오늘방송한거 다안나오네..
79724,DaDa,2023-07-02T23:00:00,굿밤 입니다!
79723,ppang gooy,2023-07-02T23:00:00,넷픈릭스에 지금 나왔어요!!!
79722,고양이냥,2023-07-02T23:00:00,12부작이라 전개 빨라 좋음
79721,DaDa,2023-07-02T23:00:00,11시요!
79720,세류엘,2023-07-02T23:00:00,굿밤~~~~
79719,세류엘,2023-07-02T23:00:00,자꾸 튕겨서 전 나가요~~
79718,DaDa,2023-07-02T22:59:00,다음주 너무 기대 됩니다
79717,rla,2023-07-02T22:59:00,넷플 몇시에 나와요?
79716,고양이냥,2023-07-02T22:59:00,딤주 예고 미챴네
79715,똑바롯!!,2023-07-02T22:58:00,아프란시님도 굿밤~~
79714,아프란시,2023-07-02T22:58:00,굿나잇하세요
79713,똑바롯!!,2023-07-02T22:58:00,요건 드라마적 표현이 더 좋았던
79712,als,2023-07-02T22:58:00,예고편보고 무당인줄
79711,아프란시,2023-07-02T22:58:00,좋은밤되시고...오픈톡 넘 버벅댐
79710,Letitrain,2023-07-02T22:58:00,오늘 저만 루즈했나요? 전편보다 좀 지루한 느낌이 ㅠㅠ
79709,als,2023-07-02T22:58:00,민기 무당아님?
79708,세류엘,2023-07-02T22:58:00,사용자가 많아서 튕겨짐.....ㅠㅠ
79707,은디,2023-07-02T22:58:00,민기는 역할이 뭐에여??
79706,Nnn877,2023-07-02T22:57:00,신혜선 존예ㅜㅜ
79705,아프란시,2023-07-02T22:57:00,7화 예고 부분 책으로 다시보는데...좋아좋아..담주 기다려집니다
79704,은디,2023-07-02T22:57:00,티빙은 떴는뎅
79703,in,2023-07-02T22:57:00,넷플 빨리나와라
79702,Nnn877,2023-07-02T22:57:00,감사합니다ㅜㅜ
79701,세류엘,2023-07-02T22:57:00,아쒸 자꾸나갈라해
79700,als,2023-07-02T22:57:00,11
79699,Nnn877,2023-07-02T22:57:00,넷플릭스에6화언제나오나요?!ㅜㅜ
79698,Nnn877,2023-07-02T22:56:00,몇시에나노나요?
79697,세류엘,2023-07-02T22:56:00,책 나오는중
79696,세류엘,2023-07-02T22:56:00,있지요 책
79694,세류엘,2023-07-02T22:56:00,나오는중이요~~~
79693,DaDa,2023-07-02T22:56:00,저도요 궁금해요
79691,똑바롯!!,2023-07-02T22:56:00,그르타능 시즌2!!!
79690,hj8,2023-07-02T22:55:00,저도 민기역할 궁금
79689,DaDa,2023-07-02T22:55:00,책이있었어요?
79688,ssw,2023-07-02T22:55:00,이번생도 잘부탁해 넷플릭스로 몇시에 나와요 ㅠㅠㅠ
79687,아프란시,2023-07-02T22:55:00,탁월하십니다
79686,DaDa,2023-07-02T22:55:00,진짜 이거는 시즌2 시급해요!!
79684,똑바롯!!,2023-07-02T22:54:00,아오 12부작 너무 짧다고오요😭
79683,세류엘,2023-07-02T22:54:00,애기때가나오고
79682,leu,2023-07-02T22:54:00,웹튼에서 민기역할은 뭔가요ㅜㅜ 너무궁금해요
79680,세류엘,2023-07-02T22:54:00,드라마 나온다고
79679,세류엘,2023-07-02T22:54:00,원작본문106화 외전8개인대
79678,DaDa,2023-07-02T22:54:00,그렇네요ㅠㅜ
79677,아프란시,2023-07-02T22:54:00,원작 단행본 꺼내니 또 보게됨
79676,DaDa,2023-07-02T22:54:00,ㅋㅋㅋㅋㅋ
79675,똑바롯!!,2023-07-02T22:54:00,벌써 중반이네~
79674,DaDa,2023-07-02T22:54:00,보통 드라마는 적으면 16부작인데 이생잘은 12부작이라서 너무 아쉬워요
79673,아프란시,2023-07-02T22:54:00,담주엔 주인공들 더 많이 🥰붙어있기를
79672,게스트,2023-07-02T22:53:00,원작은 말뭐말뭐죠.....20부작만 됐어도 좀 더 매끄러웠을거 같은데ㅎㅎ아무래도 회차의 한계가 느껴지긴 하는거 같아요
79671,똑바롯!!,2023-07-02T22:53:00,원작은 몇 화까지 나와요?
79670,세류엘,2023-07-02T22:53:00,아나겠ㅈ
79669,eun,2023-07-02T22:53:00,넘 짧을듯여..
79668,hj8,2023-07-02T22:53:00,시즌2까지 안가나
79667,eun,2023-07-02T22:53:00,오
79666,hj8,2023-07-02T22:53:00,12부작이면 넘 짧네요 ㅜㅜ
79665,세류엘,2023-07-02T22:53:00,다른 부분 찾깈ㅋㅋㅋ
79664,DaDa,2023-07-02T22:53:00,12부작이요
79663,세류엘,2023-07-02T22:53:00,원작이랑
79662,DaDa,2023-07-02T22:53:00,그니까요ㅠㅠ
79661,eun,2023-07-02T22:53:00,이거 몇부작 이예요?
79660,세류엘,2023-07-02T22:53:00,그래도 보는게 나...
79659,세류엘,2023-07-02T22:52:00,지금도 쏘쏘
79658,lilililili,2023-07-02T22:52:00,감사합니다
79657,세류엘,2023-07-02T22:52:00,원작이랑 마이 다른 느낌이라 처음엔 쏘쏘
79656,아프란시,2023-07-02T22:52:00,다만 역시 12부작인게 아쉽네요
79655,hj8,2023-07-02T22:52:00,이생잘 재밌게봐서항상 주말이 기다려져요
79654,kth,2023-07-02T22:52:00,아 낼 기말인데 넷플보고 다시 공부해야겠다
79653,게스트,2023-07-02T22:52:00,워낙 애정하는 웹툰이라..끝까지 흥하기를..
79652,sin,2023-07-02T22:52:00,감삼다
79651,DaDa,2023-07-02T22:52:00,11시요
79650,hj8,2023-07-02T22:52:00,"신혜선,차정화배우 케미 좋음연기두잘하구 재밌어요 ㅎㅎ"
79649,세류엘,2023-07-02T22:52:00,끝나면 안대
79648,hyu,2023-07-02T22:52:00,매번 마음이 아파 눈물짓게 하는 드라마예요
79647,아프란시,2023-07-02T22:52:00,하윤경님 정말 멋진 배우이심
79646,als,2023-07-02T22:52:00,11시
79645,세류엘,2023-07-02T22:52:00,도중에
79644,sin,2023-07-02T22:51:00,넷플엔몇시에나옴?
79643,게스트,2023-07-02T22:51:00,하윤경 배우님이 달려가 안기는 장면은 되게 감동적이긴 했어요..원작도 보며 눈물 훔치긴 했지만 부디 마무리 잘 되었으면 하는 바램이네요
79642,세류엘,2023-07-02T22:51:00,지음이 최고
79641,세류엘,2023-07-02T22:51:00,원작보시게
79640,111,2023-07-02T22:51:00,원작은 모르지만 재밌기만 하니 본방사수하렵니다
79639,yes,2023-07-02T22:51:00,10분 남았네요 앗싸
79638,세류엘,2023-07-02T22:51:00,11싴ㅋㅋㅋㅋ
79637,css,2023-07-02T22:51:00,감사합니당
79636,세류엘,2023-07-02T22:50:00,그만물어봨ㅋㅋㅋㅋㅋ
79635,als,2023-07-02T22:50:00,11시!
79634,css,2023-07-02T22:50:00,넷플릭스는 언제올라오나요?
79633,아프란시,2023-07-02T22:50:00,음..넵 시선의 차이이고 님의 의견도 맞다고 봅니다
79632,세류엘,2023-07-02T22:50:00,메룽
79631,quo,2023-07-02T22:50:00,신혜선씨 연기가 몰입을 부르네요
79630,세류엘,2023-07-02T22:50:00,기다리지마롱
79629,HIHO,2023-07-02T22:50:00,감삼다 ㅎㅎ
79628,llllllllll,2023-07-02T22:50:00,넷플은 11시에 업데이트 됩니다
79627,아프란시,2023-07-02T22:50:00,그점 동의해요
79626,세류엘,2023-07-02T22:50:00,안나왕
79625,llllllllll,2023-07-02T22:50:00,더 낫다는 생각은 안 드네요
79624,HIHO,2023-07-02T22:50:00,넷플에 언제나와요 ㅜ 기다리는즁
