comment_no,nicname,date,comment
84738,Oo,2023-07-04T18:43:00,여기 드라마 단톡방인데 각자 싸우는 단톡방으로 사용하고 계신거같네요
84737,abd,2023-07-04T18:39:00,여기 이생잘 신혜선님 응원방 아닌가요.. 안그래도 이생잘위기인데...같이 응원하고 기도해요
84736,(🎀ᴗˬᴗ),2023-07-04T17:50:00,컨트롤씨브이다 외워
84735,(🎀ᴗˬᴗ),2023-07-04T17:48:00,알써 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
84734,(🎀ᴗˬᴗ),2023-07-04T17:48:00,너 복붙 모르는구나
84733,(🎀ᴗˬᴗ),2023-07-04T17:47:00,복붙인데 왠 망상 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
84732,애나안,2023-07-04T17:47:00,누구에게 민폐인지 모르고 눈치도 없고 망상질 할거면 드톡 생활 청산해
84731,(🎀ᴗˬᴗ),2023-07-04T17:46:00,애나맹 하니 바로티오넹 ㅋㅋㅋㅋㅋ
84730,애나안,2023-07-04T17:46:00,끊임없이 몇년간 해결할 수 없는 일을 .. 왜 끊지 못해. 아줌마들 그 집요함이 싫다
84729,(🎀ᴗˬᴗ),2023-07-04T17:45:00,넌 복붙이 해석이냐? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
84728,애나안,2023-07-04T17:45:00,네톡 공지 봤음 저런글 여기 못적을건데요? 언제까지 할거야 과거에 살지 말아. 여긴 이상잘 새로운 톡방이야
84727,(🎀ᴗˬᴗ),2023-07-04T17:44:00,삭제된 메시지입니다.
84726,(🎀ᴗˬᴗ),2023-07-04T17:44:00,야 복붙이 무슨해석 ㅋㅋㅋㅋㅋ
84725,애나안,2023-07-04T17:44:00,오바 해석 하지말고 (🎀~.~)  시끄러우니 님도 나가요 .드톡안에서 담을수 없는 말들 혼자 주절거리네.공지란 널 보라고 한거고 과거 지우고 새롭게 시작해
84724,(🎀ᴗˬᴗ),2023-07-04T17:43:00,네이버도 너 반인륜적이래 ㅋㅋㅋ
84723,(🎀ᴗˬᴗ),2023-07-04T17:43:00,"사람에 대한 침해행위, 사람의 배설물, 동물에 대한 학대 등을 구체적으로 묘사한 아래와 같은 반인륜적 또는 반인격적인 내용의 게시물은 상대방에게 인격적 불쾌감, 잔혹감 또는 혐오감을 일으킬 수 있으므로 그 게재가 제한될 수 있습니다."
84722,(🎀ᴗˬᴗ),2023-07-04T17:42:00,신고에 의해 숨겨진 메시지입니다.
84721,(🎀ᴗˬᴗ),2023-07-04T17:41:00,신고에 의해 숨겨진 메시지입니다.
84720,(🎀ᴗˬᴗ),2023-07-04T17:40:00,이것도 애나맹
84719,(🎀ᴗˬᴗ),2023-07-04T17:40:00,신고에 의해 숨겨진 메시지입니다.
84718,(🎀ᴗˬᴗ),2023-07-04T17:38:00,신고에 의해 숨겨진 메시지입니다.
84717,페페로,2023-07-04T17:35:00,내용이 늘어져요... 조금 빠르게 전개해주세요. 너무 뜬금없이 이번화끝났음
84716,(🎀ᴗˬᴗ),2023-07-04T17:17:00,아 일베만 해서 모르나
84715,(🎀ᴗˬᴗ),2023-07-04T17:16:00,신고에 의해 숨겨진 메시지입니다.
84714,(🎀ᴗˬᴗ),2023-07-04T17:13:00,아님 1.5 로 해주께 ㅋㅋㅋㅋㅋ
84713,애나안,2023-07-04T17:13:00,꼬리꼬리 무는 일들 그만하시고 팬분들 들어오셔서 드라마 얘기 하셨으면 좋겠어요. 톡 이어가시길 바래요~
84712,(🎀ᴗˬᴗ),2023-07-04T17:13:00,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
84711,(🎀ᴗˬᴗ),2023-07-04T17:13:00,10~15 대 1 쫄리나보다
84710,(🎀ᴗˬᴗ),2023-07-04T17:12:00,재 디시 무시하네 ㅋㅋㅋㅋ
84709,애나안,2023-07-04T17:10:00,"아프란시가 갤까페에서 뭔갈 했는 모양인데, 네이버가 우습나요? 네이버는 갤쪽보다는 확장성이 크고 방문자수 31916명이 되는 이곳에서 10-15명정도의 말만 듣고 드톡방 흐리지 말고 진정한 팬이라면 응원글만 올리라고 누차 얘기 했었죠. 다시는 이방에서 해결할 수 없는 일을 주동해서 거론하지 마세요!! 안타깝네요.."
84707,(🎀ᴗˬᴗ),2023-07-04T16:47:00,톡방 네이버 공지를 못봤나보다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
84706,★laura,2023-07-04T16:46:00,사진 빼내긴 뭐? 제대로 알고 쉴드를 치던가 친목에 눈멀어 드톡골방에서 스스로 본인들 손으로 얼공했거쟈나누구나 올 수 있는 드톡방에서 아무나 주워가도 모르는 일을 남탓만 하는데 니가 뭔데 진실까지 날조하며 쉴드치는 저의가 뭐야
84705,★laura,2023-07-04T16:45:00,아프야 진실 닐조하느라 마이 아파도 그르지는말쟈
84704,(🎀ᴗˬᴗ),2023-07-04T16:43:00,짝짝작
84703,(🎀ᴗˬᴗ),2023-07-04T16:43:00,와우
84702,★laura,2023-07-04T16:43:00,아푸야 니 갤질 몇년차노 줌마체 물씬한게 찻잔냄시 솔솔 난다~ 뽀롱ㅋㅋㅋ
84701,★laura,2023-07-04T16:41:00,신고에 의해 숨겨진 메시지입니다.
84700,★laura,2023-07-04T16:38:00,급조한 메인창 핑계 뿜ㅋㅋㅋ 아프야 마이 아포?완장질 바빠서 바로가기로 들락중이면서 뭔 메인 핑계까지ㅋㅋ 창피한거 알면 그만 멈춰
84699,아프란시,2023-07-04T16:37:00,코엑스 가보고싶은데 일때문에 못가봐서 아쉽습니다
84698,애나안,2023-07-04T16:35:00,아프란시 방법이 잘못됐죠😡 개개인의 문제를 암행어사님 포함 오픈톡에 다 모여서 하시든지 싸움을 말리든지 했다면 이해가 되네요.🫥
84697,애나안,2023-07-04T16:31:00,각자 해결하게 두고 이방 청정 위해서 그만해요 아프란시는..😈
84695,애나안,2023-07-04T16:30:00,같이 거짓말을 하는 아프란시 네톡에 싱고할 예정임. 현생에서 보지 못한 사람들 말을 믿어 당신이 얻고 싶은게 이방에서 님 위치? 판단이 안서나요? 매일 종일 들어와서 뭐하는거야 😡😡😦😦
84694,아프란시,2023-07-04T16:30:00,7월 10일까지 광고 합니다
84693,애나안,2023-07-04T16:29:00,신혜선 팬들이 모여서 코엑스 케타포엑스코에 이번생도 잘부탁해 대형 동영상 광고를 시작했습니다.
84691,애나안,2023-07-04T16:27:00,객관적으로 이방의 가장 원흉은 아프란시 😡😡  이방에서 해결 못할일 팬들에게 민폐주지말고 멈추세요!!
84690,애나안,2023-07-04T16:24:00,아프란시가 겪은 일이 아닌데 드톡 몇 저 무리들 말만듣고 악플러짓을 하는데도 편먹구 이러는거 님이 이 톡 안에서 가장 큰 문제야..🤬
84689,kin,2023-07-04T16:22:00,싱고 끝!!! 대다나다 암내너아수라
84688,애나안,2023-07-04T16:22:00,아프란시 도배도 심하구요...😡 싸움을 말리는게 아니라 완장차고 자기의 입지 위해서 저런거임. 낙동강 오리알 되지말고 이 방송 끝날때까지 논란거리 그만 거론하시죠🫥🫥🫥🫥
84687,애나안,2023-07-04T16:20:00,아프란시가 이방에 나타나고 저 무리들이 하는 얘기만 짜집기 해서 망치고 있고 님이 신혜선 팬이지 드라마 관계자도 아니구..휴 왜 드라마 보는 팬들한테까지 민폐죠?
84686,애나안,2023-07-04T16:18:00,아프란시 여기서 그만 하시고 각자해결하게 하세요. 앞뒤없이 님이 들은 얘기로 방차지 그만하시죠. 드라마톡에 방해되네요. 논란거리 가지고 오지마세욧.님도 허위사실 유포하는 장본인임😅😅😅😅
84685,(🎀ᴗˬᴗ),2023-07-04T16:11:00,신고에 의해 숨겨진 메시지입니다.
84684,(🎀ᴗˬᴗ),2023-07-04T16:10:00,이 알리미 성범죄자 알림이
84683,(🎀ᴗˬᴗ),2023-07-04T16:09:00,잰 진짜 신상공개 사이트에 올려야해
84682,(🎀ᴗˬᴗ),2023-07-04T16:08:00,일일극도 가서 그랫냐 ㅋㅋㅋㅋㅋㅋ
84681,아프란시,2023-07-04T16:08:00,"차정숙, 미스몬테크리스토"
84680,마,2023-07-04T16:06:00,"'모범형사 2', 추가요. 
또 다른 인간은 그거 '나의 아저씨'에도 올렸었음."
84677,reborn,2023-07-04T16:01:00,"내가 드라마 보면서  암행 욕설 시진유포  난동질 본 곳:  펜트하우스3. 인사이더. 우영우. 나의해방일지.우리들의 블루스,악의마음을 읽는자들. 멜랑꼴리아.지리산.철인왕후 . 모택1.2.  검은태양.  신성한이혼  ( 생각나는대로 마구 적음  더 있을지도  )"
84676,아프란시,2023-07-04T15:48:00,다른분들이야 제가 뭐라 어떻게 드릴 말씀은 없지만요 ^^;;;
84675,아프란시,2023-07-04T15:47:00,"저분이 누구건 저는 오늘이 상대하는거 끝입니다.
계획이 마무리단계라서 더 대응할 이유가 없어서요"
84674,아프란시,2023-07-04T15:46:00,저는 이제 드라마 얘기만 하겠습니다.이미 화살이 제손을 떠나서 더 대응할것도 없어서..
84673,아프란시,2023-07-04T15:45:00,말씀하신대로 자료들 신고 했으니 저는 더 안할께요
84672,아프란시,2023-07-04T15:43:00,그래도 해결안되면 사실상 드톡방에서 뭔짓을 하던지 허용된다.이렇게 보시면 됩니다
84671,아프란시,2023-07-04T15:42:00,그래서 네이버와 각 기관에 모든 자료 모아서 정식으로 해결 건의 했어요.
84670,먼지,2023-07-04T15:41:00,모두가 책임의식을 갖고 그만하시길 바랍니다
84669,먼지,2023-07-04T15:41:00,비꼬는거도 그만하식ㅎ
84668,동율,2023-07-04T15:40:00,이번에는 먼지로 터네 ㅋㅋㅋㅋ
84667,먼지,2023-07-04T15:40:00,해결책도 아닌것같은데
84666,애나안,2023-07-04T15:40:00,각자 할일을 이방에서 옳지 않아요😅😅
84665,먼지,2023-07-04T15:40:00,이제는 잘잘못을 따지는건 의미가 없고
84664,먼지,2023-07-04T15:39:00,다 똑같은 사람으로밖에 안보여요
84663,먼지,2023-07-04T15:39:00,각자가 그만허셔야할것같습니다
84662,먼지,2023-07-04T15:39:00,남탓하지마시고
84661,애나안,2023-07-04T15:39:00,그러니까 저 아프란시가 멈춰야죵😂😂😂 다들 응원중인데 매일 논란거리 끄집어내요🤔🤔
84660,먼지,2023-07-04T15:37:00,모택방에서보다 더 심각해진거 같네요
84659,먼지,2023-07-04T15:36:00,해결이 되느냔 말입니다
84658,먼지,2023-07-04T15:36:00,서로 여기서 싸운다고
84657,먼지,2023-07-04T15:36:00,근데요..이건 네이버측에서 톡방을 없애지 않고서야 다른 해결방법이 있을까요?
84655,아프란시,2023-07-04T15:31:00,청소중입니다 죄송해요.
84654,지니얌,2023-07-04T15:28:00,ㅋㅋㅋㅋ이방 분위기왜이럼
84653,아프란시,2023-07-04T15:22:00,"저들의 작전이 이거죠.
다른분들이 '그만두고 드라마 얘기만하자!'라고 여론이 생기게 하는것
근데 그럼 안됩니다.
그런식으로 저들의 아지트가된 첫번째 케이스가 바로 철인왕후 드톡방입니다.
반대파 다 내쫒고 거기서 다른사람들 사진 올리며 성희롱하고 온갖 짓들 다했더군요.
모택방 그렇게 접수하려다 실패했고요.
이방만은 절대 그렇게 변하지 않게할겁니다."
84652,(🎀ᴗˬᴗ),2023-07-04T15:16:00,으이고 니편들어줄 사람 찾느라고 저렇게 개구라 까는거 바라
84651,애나안,2023-07-04T15:16:00,아프란시가  이방 도배가 제일 심한데😂😂😂😂지굼... 왜저랭  어사님한테 열등감 쯔압!
84650,아프란시,2023-07-04T15:09:00,그래서 네이버와 기타 기관들에 저사람을 신고한 상태이니 최대한 빨리 사라지게 하도록 노력하겠습니다.
84649,아프란시,2023-07-04T15:07:00,삭제된 메시지입니다.
84648,아프란시,2023-07-04T15:07:00,그런이유입니다.앵간하면 차단하고 안보는데 한계가 있네요
84647,아프란시,2023-07-04T15:06:00,이게 참 어쩔수 없는게요.이방안에 어사라는 사람에게 두통수 맞거나 성희롱 당하거나 몇년째 하움에 시달린 사람이 같이 있기 때문입니다.저도 통수 되게 쎄게 맞았고..근데 저분이 사과는 커녕 저러고 있으니 많은분들이 화날수 밖에요.한자리에 모여있는데 나와 같은 드라마 응원하는 자가 자기 사진 뿌리머 성희롱한자라면 그꼴을 보기 힘들겠죠
84646,애나안,2023-07-04T15:04:00,그건 저쪽 누구누구이구용 ㅎㅎ 닉변 두개 세개 난리부르스 😂😂😂10명이서 20개 이상닉으로 대단🥰🥰
84645,동율,2023-07-04T15:02:00,니가 했던말 기억난다 핸드폰 두대에 테블릿pc까지 돌린다고 🤣🤣🤣
84644,동율,2023-07-04T15:01:00,신고에 의해 숨겨진 메시지입니다.
84643,동율,2023-07-04T15:00:00,애나안으로 본격적으로 털어보시겠다? ㅋ
84642,애나안,2023-07-04T14:59:00,아프는 싸움을 말려야햇어 😂😂😂😂 팬이라면 방 청정 위해 저런짓 안해야해 🫠🫠
84640,암행어사,2023-07-04T14:58:00,이생잘 격하게 응원합니다~♥
84639,암행어사,2023-07-04T14:58:00,갑니다. 모두 행복한 오후되세요.
84638,동율,2023-07-04T14:58:00,나이 50줄 초먹고 저 대화하는 글 수준좀봐라 완전 유딩이 따로없네 ㅋ 팬이면 머되냐? 환갑이되도 신혜선 팬이라고 외칠기세!!!! 🤣
84637,암행어사,2023-07-04T14:57:00,너같은게 무슨팬이야?
84636,암행어사,2023-07-04T14:57:00,다신 오지마
84635,암행어사,2023-07-04T14:57:00,하루종일 남비하에 모함 뒷담 완장질 이럴라고 나한테 협조구했냐?
84634,아프란시,2023-07-04T14:57:00,차단해놨지만 이게 매인에는 또 보이게되서 이렇게 되네요. 죄송합니다.오늘 이얘기는 그만할께요.
84633,암행어사,2023-07-04T14:56:00,진짜 못난 인간 팬이란게 싸움 말리고 이상한소리하는 패거리들 몰아낼 생각은 안하고 선동질에 싸움이나 부추기고 방은 아작이나 내는게
84632,김루나,2023-07-04T14:56:00,제가 하나 팠어여
84631,암행어사,2023-07-04T14:55:00,넌 고소감이야
84630,암행어사,2023-07-04T14:55:00,그리고 왜 웹툰을 니 맘대로 올려.? 저작권침해야 아프란시.
84629,고양이냥,2023-07-04T14:55:00,이건 또 뭡ㄴ까
84628,김루나,2023-07-04T14:55:00,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
84627,김루나,2023-07-04T14:55:00,여기 단란하고 좋아여
84626,김루나,2023-07-04T14:55:00,https://ntalk.naver.com/ch/N126oJ
84625,암행어사,2023-07-04T14:55:00,저딴게 신혜선님팬이란게 수치스럽다.
84624,고양이냥,2023-07-04T14:55:00,네
84623,애나안,2023-07-04T14:55:00,아프! 방송 끝날때까지 손가락 멈추셍🫠🫠🫠🫠 조용히 신혜선 응원이나 하랏!!  여자지?
84622,암행어사,2023-07-04T14:55:00,창피하긴 하냐?
84621,김루나,2023-07-04T14:55:00,고양이냥님
84620,아프란시,2023-07-04T14:54:00,하루종일 뒷담까더니ㅋㅋ
84618,아프란시,2023-07-04T14:54:00,냥님 말씀 받아들입니다
84617,암행어사,2023-07-04T14:54:00,너 나 차단한거 맞아?
84616,암행어사,2023-07-04T14:54:00,말이 안통하네?
84615,아프란시,2023-07-04T14:54:00,오케이 오늘은 여기까지
84614,고양이냥,2023-07-04T14:54:00,이생잘 같이 예쁜 드라마에 왜 그러십니까
84613,암행어사,2023-07-04T14:54:00,재들 안보이세요?? 하루종일 뒷담?
84612,아프란시,2023-07-04T14:53:00,내가족 사진이 저렇게 되면 당장 신고하고 경찰서에서 그 얼굴 보는게 정상적인 인간이 할 일이다.근데 가족사진 스스로 뿌리는게 사람이 할 짓인가?
84611,암행어사,2023-07-04T14:53:00,같은 남자로써 진심 최악이다.
84610,고양이냥,2023-07-04T14:53:00,이분들 또 이러시네. 드톡방에서 드라마 이야기만 해요 좀
84609,암행어사,2023-07-04T14:53:00,넌 진짜 인간말종이야
84608,암행어사,2023-07-04T14:53:00,너 조명사업 한다면서 시간이 남아도냐?
84607,암행어사,2023-07-04T14:53:00,왜 남일에 참견?
84606,암행어사,2023-07-04T14:53:00,넌 니일이나해
84605,암행어사,2023-07-04T14:52:00,그건 내가 알아서 할일이고
84604,암행어사,2023-07-04T14:52:00,그래서 나한테 머가 남는데?
84603,암행어사,2023-07-04T14:52:00,재들이 저런애들이라고
84602,아프란시,2023-07-04T14:52:00,그게 한 가정의 가장이 할 행동이야?
84601,암행어사,2023-07-04T14:52:00,너 남자 아니지?
84600,아프란시,2023-07-04T14:52:00,차단해서 매인으로 보고 대답한다.바빠서 귀찮아서 신고를 안해?네가 사랑하는 가족이 조리돌림 당하는데 바빠서?말이 됨?
84599,애나안,2023-07-04T14:52:00,아프의 목적은 이방 차지 완장 괜한 존심으로 이생잘 맘치지마랏!!😂😂😂
84598,암행어사,2023-07-04T14:52:00,니가 그러고도 혜선님팬이야?
84597,암행어사,2023-07-04T14:52:00,아니 왜 싸움조장 방을 이모양으로 망치지?
84596,암행어사,2023-07-04T14:51:00,왜 앞뒤자른 편집. 내가불리한 글만보고 편들지?
84595,암행어사,2023-07-04T14:51:00,니가 본것만 말하라고
84594,암행어사,2023-07-04T14:51:00,난 현생이 바빠 불쌍한 재들 신고해서 머해?
84593,아프란시,2023-07-04T14:51:00,그래서 보복한답시고 다른사람들 사진 빼내서 성희롱하는게 정상인이 할짓임?누가봐도 말이 안되는 행동은 당신이 하고있음
84592,암행어사,2023-07-04T14:51:00,신고를 하든말든 니가 먼상관?
84591,암행어사,2023-07-04T14:50:00,재들이4년간 해온짓이야
84590,암행어사,2023-07-04T14:50:00,신고?
84589,암행어사,2023-07-04T14:50:00,24시간 이방에서 죽치며 완장질하는 너랑 비교?
84588,아프란시,2023-07-04T14:50:00,내사진도 아닌 사랑하는 가족 사진이 공개적으로 희롱 당하는걸 그냥 보고 신고도 안한다고?이게 정상인의 반응임?
84587,암행어사,2023-07-04T14:50:00,너처럼 한가한줄아니?
84586,암행어사,2023-07-04T14:50:00,기회비용이 얼마인데?
84585,암행어사,2023-07-04T14:50:00,저것들 고소해서 머해?
84584,애나안,2023-07-04T14:49:00,신고에 의해 숨겨진 메시지입니다.
84583,암행어사,2023-07-04T14:49:00,신고에 의해 숨겨진 메시지입니다.
84582,아프란시,2023-07-04T14:49:00,보통 내가족 사진이 그렇게 되면 그거 보자마자 경찰에 신고하는게 정상인데 그동안 뭐한거지?
84581,암행어사,2023-07-04T14:49:00,난독증?
84580,암행어사,2023-07-04T14:49:00,신고에 의해 숨겨진 메시지입니다.
84579,암행어사,2023-07-04T14:48:00,니말이 가짜인거 안보임?
84578,암행어사,2023-07-04T14:48:00,종영후 두고봐
84577,암행어사,2023-07-04T14:48:00,너도 형사처벌감이야
84576,아프란시,2023-07-04T14:48:00,나쁜건 다 가짜가 했다고 해라
84575,암행어사,2023-07-04T14:48:00,어디서 모함에 사기를 치니?
84574,암행어사,2023-07-04T14:48:00,말은 바로하자. 아프란시
84573,아프란시,2023-07-04T14:48:00,다른분들 사진 올리고 성희롱도 가짜어사가 했다고 하고
84572,암행어사,2023-07-04T14:48:00,신고에 의해 숨겨진 메시지입니다.
84571,암행어사,2023-07-04T14:48:00,신고에 의해 숨겨진 메시지입니다.
84570,Lovelysh,2023-07-04T14:47:00,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
84569,동율,2023-07-04T14:47:00,신고에 의해 숨겨진 메시지입니다.
84568,아프란시,2023-07-04T14:47:00,"왜? 명함, 본인 전번, 급여명세도 가짜 어사가 했다고 그러지?"
84567,아프란시,2023-07-04T14:46:00,이제는 닉변한 가짜 어사가 배포햏다고 하네요. 헐
84566,암행어사,2023-07-04T14:46:00,진짜 무서운 아프란시
84565,암행어사,2023-07-04T14:46:00,저말도 허위사실임. 명예훼손에 모함.
84564,암행어사,2023-07-04T14:46:00,신고에 의해 숨겨진 메시지입니다.
84563,아프란시,2023-07-04T14:45:00,거짓말은 모두가 모를때 하는것임
84562,아프란시,2023-07-04T14:45:00,이미 당신자신이 직접 드톡방에 스스로 배포한거 확인함
84560,암행어사,2023-07-04T14:45:00,네이버에서 모든 진실을 규명해줄겁니다. 정의는 사라있습니다.
84559,암행어사,2023-07-04T14:44:00,신고에 의해 숨겨진 메시지입니다.
84558,아프란시,2023-07-04T14:42:00,게다가 자신의 가족들을 희롱했다며 비분강개하는 어사의 말을 듣고 저도 어찌나 화가나던지.그래서 여러분 오해하게 되었었죠.알고보니 정작 자기가 자신의 가족을 희롱했을줄은...
84557,동율,2023-07-04T14:41:00,신고에 의해 숨겨진 메시지입니다.
84556,아프란시,2023-07-04T14:40:00,가족을 걸고 거짓말 할줄은 전혀 예상 못했습니다
84555,아프란시,2023-07-04T14:39:00,세상에..제가 그 거짓말에 저인간에게 사과까지 했는데
84554,아프란시,2023-07-04T14:38:00,제가 여러분이 어사의 폰을 해킹해서 가족 사진 탈취했다는 거짓말 듣고  분노했던걸 생각하면 도저히 용서 못합니다 저사람
84553,Lovelysh,2023-07-04T14:38:00,네~ 오랜만이에요
84552,동율,2023-07-04T14:38:00,러블리님 오랜만이네요 ㅋ
84550,암행어사,2023-07-04T14:37:00,이생잘 가즈아~✊✊
84549,Lovelysh,2023-07-04T14:37:00,드톡방에서 머하는짓인지 참
84547,아프란시,2023-07-04T14:36:00,인생 몰빵 한거죠 뭐
84546,암행어사,2023-07-04T14:36:00,넹~♥🍀🥰
84545,아프란시,2023-07-04T14:36:00,"드톡을 위해 가족을 희생했죠.
무려 드톡을 위해 가족을 희롱거리로 만들다니..
그러니 드톡을 포기하면 인생을 포기하는 것이니 드톡에 ㅇㄴ성 건거죠 뭐."
84544,동율,2023-07-04T14:36:00,하긴 저놈은 가족보다 소중한게 드톡이야 ㅋㅋㅋ 사람들이 하도 싫어하니까 펩시로 오고 캬캬캬캬 🤣🤣🤣🤣
84543,애나안,2023-07-04T14:36:00,네~ 통했네요 ㅎㅎ 😍 퇴근 잘 하셔욤~
84542,암행어사,2023-07-04T14:36:00,저는 퇴근준비해요~  담에 또 만나요~♥
84541,Lovelysh,2023-07-04T14:35:00,어우...더러워
84540,아프란시,2023-07-04T14:35:00,저도 봤음
84539,(🎀ᴗˬᴗ),2023-07-04T14:34:00,몰라써? 쟤 드톡이랑 가족이랑 바꿈
84538,암행어사,2023-07-04T14:34:00,우린 먼가 통하는?ㅋ😍❤️
84537,동율,2023-07-04T14:34:00,🤣🤣🤣🤣 아고배야
84536,암행어사,2023-07-04T14:34:00,유머일번지가 사라진 이유ㅋ
84535,애나안,2023-07-04T14:34:00,와 칼춤춘다는 말 암행어사님도 하셨나요? 와 감동 ㅎㅎ 좋은 정보 감사합니당~😊😊😊
84532,아프란시,2023-07-04T14:33:00,이거인가보네요.
84531,동율,2023-07-04T14:33:00,애나안으로 털었다가 아맹이로 털었다가 제정신이 아님 🤣🤣🤣🤣
84530,암행어사,2023-07-04T14:33:00,보고싶다 이생잘 ㅋㅋ
84529,암행어사,2023-07-04T14:32:00,구호ㅋㅋ 이생잘 응원구호로 갑시다.
84528,암행어사,2023-07-04T14:31:00,비도오고 이생잘 재방시청하며 맥주생각 나는 하루~♥
84526,암행어사,2023-07-04T14:31:00,7화야 빨리와라. 시간아 눈치챙기자
84525,암행어사,2023-07-04T14:30:00,이생잘 마렵다♥
84524,김루나,2023-07-04T14:30:00,보고싶다 이생잘!!
84523,아프란시,2023-07-04T14:30:00,그건 픽업이 아닌 SUV인것 같아요
84522,암행어사,2023-07-04T14:30:00,곧 옵니다. 벌써 화요일^^
84521,김루나,2023-07-04T14:30:00,뭔가 구호같슴니더..
84520,김루나,2023-07-04T14:30:00,보고싶가 이생잘
84519,고양이냥,2023-07-04T14:30:00,보고싶다 이생잘
84518,고양이냥,2023-07-04T14:29:00,이생잘 7회 빨리 와라
84517,암행어사,2023-07-04T14:29:00,Jeep
84516,암행어사,2023-07-04T14:29:00,약간 개조한
84515,동율,2023-07-04T14:29:00,신고에 의해 숨겨진 메시지입니다.
84514,김루나,2023-07-04T14:29:00,튜닝한건가 드라마용으로
84513,나,2023-07-04T14:29:00,웹툰도 재밌게 봤는데 드라마도 재밌네요.^^
84512,김루나,2023-07-04T14:29:00,초록색으로 나오지 않았나요 차량?
84511,김루나,2023-07-04T14:29:00,지프랭글러는 초록색이없나봐요
84510,김루나,2023-07-04T14:28:00,지프 차량이라고 생각은했는데
84509,김루나,2023-07-04T14:28:00,근데 저도 첨보고
84508,Lovelysh,2023-07-04T14:28:00,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
84507,Lovelysh,2023-07-04T14:28:00,놀구있네ㅡㅡ
84506,암행어사,2023-07-04T14:27:00,애나안님 졸귀~♥
84505,암행어사,2023-07-04T14:27:00,앜ㅋㅋㅋㅋㅋㅋ
84504,아프란시,2023-07-04T14:27:00,아  그쵸 가격 ㅜㅜ
84503,유하,2023-07-04T14:26:00,차값 보고 빽스텝 중이에요 ㅋㅋㅋㅋ
84502,유하,2023-07-04T14:26:00,다 간지 작살 ㅎㅎㅎ
84501,아프란시,2023-07-04T14:24:00,"포드 레인저, 지프 랭글러, 쉐보레 콜로라도.전부 탐나는 차입니다 ㅎㅎ"
84500,유하,2023-07-04T14:23:00,와 랭글러 픽업 진짜 극중차랑 똑같네여
84499,아프란시,2023-07-04T14:23:00,쉬ㅣ보레
84498,아프란시,2023-07-04T14:23:00,"저차와 맞수인 쉬ㅣ보레 콜로라도도 멋지지요.
수입 픽업의 3대장중 하나입니다. ㅎㅎ"
84497,유하,2023-07-04T14:22:00,ㅋㅋㅋ 친구는 여잔데 차 탐난대요 ㅋㅋㅋ
84496,아프란시,2023-07-04T14:22:00,지프 랭글러 픽업. 상남자의 차죠
84495,유하,2023-07-04T14:22:00,우왕 감사합니다!! 지프 맞는거가터요 친구가 자꾸 벤츠래서
84494,(🎀ᴗˬᴗ),2023-07-04T14:22:00,안타기만 해바
84493,(🎀ᴗˬᴗ),2023-07-04T14:21:00,신내림 받을라나봄 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ작두 꼭타라
84492,아프란시,2023-07-04T14:21:00,지프입니다
84491,유하,2023-07-04T14:19:00,초원의언덕 써있는 일할때 타는차요
84490,유하,2023-07-04T14:19:00,혹시 자동차 잘 아는분들... 극중에서 초원이가 타는차 뭔지 아시나요?
84489,Lovelysh,2023-07-04T14:19:00,온라인 연진이들 사라지는 그날까지 칼춤을 춰볼까?
84487,Lovelysh,2023-07-04T14:14:00,응원합니다~!!
84485,아프란시,2023-07-04T14:14:00,넵 저희가 좀 지독하게 끈질깁니다 ㅎㅎ
84484,(🎀ᴗˬᴗ),2023-07-04T14:13:00,그럼  전달 부탁드림 ㅋㅋㅋㅋㅋ 강력한 죄값 모두 바라는 일이니
84483,(🎀ᴗˬᴗ)님 에게 답장공식참여자,2023-07-04T14:12:00,"그건 네이버 티비엔 소속사가 알아서 하겠죠.
일개시민이 뭐 힘 있나요? ㅎㅎ"
84482,아프란시,2023-07-04T14:12:00,이생잘 드라마 너무재밌네요
84481,(🎀ᴗˬᴗ),2023-07-04T14:12:00,탁
84480,(🎀ᴗˬᴗ),2023-07-04T14:11:00,절대선처 없도록 부닥드림
84479,김한용,2023-07-04T14:11:00,이생잘 드라마 너무재밌네요
84478,Lovelysh,2023-07-04T14:11:00,그리고 사과해!! 애먼 사람 모함한거
84477,(🎀ᴗˬᴗ),2023-07-04T14:11:00,아프란님 ㅋㅋㅋㅋㅋㅋㅋ
84476,아프란시,2023-07-04T14:11:00,그러니 24시간 눈팅을 안할수 없지요 ㅋ
